h,t,r
4072,2482,204
11282,1660,204
2278,959,204
6929,104,204
1198,988,204
3076,1660,204
12226,146,204
1013,1274,204
6775,2482,204
8183,604,204
6775,4491,204
441,988,204
5242,1556,204
7674,146,204
7718,146,204
3076,169,204
8942,4470,204
6929,1660,204
4253,988,204
441,2482,204
6775,146,204
1745,1556,204
1546,4431,204
2483,2482,204
9576,4491,204
2721,1197,204
3956,1197,204
6531,1274,204
441,1660,204
6300,1280,204
7957,1556,204
11263,4491,204
7843,1280,204
1557,6543,204
7843,604,204
6775,1274,204
5047,2482,204
2381,988,204
3076,2482,204
6929,146,204
5909,8131,204
3728,959,204
8298,1556,204
5242,604,204
2179,988,204
8298,4491,204
6608,959,204
3118,1660,204
2483,1660,204
3296,2482,204
8784,2482,204
441,604,204
3085,1274,204
2278,1280,204
3118,4491,204
3105,2482,204
914,4491,204
3193,1197,204
1013,1280,204
1906,988,204
105,2482,204
5242,951,204
4530,2482,204
9973,169,204
914,604,204
5880,146,204
958,1197,204
3728,604,204
3193,1274,204
6300,4491,204
1198,1274,204
6929,959,204
6929,4470,204
5047,1274,204
6707,1274,204
441,104,204
950,2482,204
914,1274,204
6929,1556,204
6393,1280,204
6300,959,204
10455,1274,204
1279,1274,204
8784,4491,204
6474,146,204
7843,4491,204
8942,1280,204
914,1660,204
6331,4491,204
105,1274,204
13811,2482,204
6393,1660,204
1745,604,204
3956,2482,204
2483,1556,204
2101,146,204
8073,4491,204
441,1556,204
3118,104,204
3085,1556,204
4530,146,204
105,104,204
4253,146,204
7957,104,204
1906,4491,204
2381,4491,204
7957,6543,204
6929,2482,204
4471,1274,204
8338,146,204
7902,146,204
3105,1274,204
3085,988,204
10749,604,204
10875,146,204
6707,2482,204
3076,1274,204
3118,988,204
10875,1660,204
1013,2482,204
8298,169,204
7882,146,204
603,1274,204
6708,1280,204
8942,104,204
6608,146,204
145,146,204
8064,146,204
3085,1197,204
3193,146,204
950,4491,204
8298,1660,204
1557,988,204
6608,104,204
5903,2482,204
2179,1274,204
2041,959,204
4274,1274,204
6929,1280,204
6775,1660,204
5242,4491,204
6963,1274,204
11263,1660,204
4072,1274,204
6331,1274,204
603,2482,204
2278,1660,204
6331,2482,204
2041,988,204
2700,2482,204
5242,959,204
984,6543,204
984,1660,204
4530,604,204
6708,1274,204
1546,2482,204
441,4491,204
6929,8131,204
6963,169,204
1546,1660,204
5909,959,204
7843,146,204
587,146,204
6775,1556,204
984,104,204
1273,2482,204
6608,1280,204
6331,146,204
3118,959,204
2381,1274,204
1273,1274,204
2700,1274,204
6300,1197,204
6929,988,204
6300,169,204
2278,2655,204
2041,1660,204
914,959,204
6300,2482,204
3085,4491,204
6775,169,204
4072,146,204
5242,4431,204
2101,988,204
1546,959,204
8942,988,204
10455,604,204
6331,988,204
3956,6543,204
8064,4431,204
4530,104,204
105,988,204
3956,1274,204
7902,2482,204
1906,2482,204
3105,169,204
7674,1274,204
7674,1660,204
7674,104,204
1198,1660,204
6393,951,204
4530,1660,204
1013,959,204
1906,146,204
1546,988,204
984,8065,204
7957,1274,204
8298,988,204
4530,169,204
6963,1197,204
7674,988,204
2381,169,204
950,1660,204
958,1280,204
914,6543,204
441,1280,204
3728,1280,204
8183,146,204
2278,988,204
6707,146,204
3193,4491,204
3085,2482,204
5903,604,204
145,2482,204
958,2482,204
8073,146,204
1745,4491,204
8073,959,204
7957,1280,204
1557,1274,204
8464,1274,204
8942,951,204
1693,1280,204
4530,1197,204
8464,988,204
6929,604,204
6393,146,204
2041,604,204
914,1556,204
2278,2482,204
1657,2482,204
9973,604,204
4072,1280,204
5880,2482,204
2278,1274,204
3956,959,204
3105,604,204
984,959,204
3193,2482,204
958,604,204
5909,988,204
3728,1660,204
2721,146,204
587,1274,204
441,959,204
2654,2655,204
1546,104,204
1013,604,204
3728,104,204
6775,951,204
7957,4491,204
2721,1556,204
145,4491,204
8183,104,204
6775,1280,204
8942,1274,204
3085,104,204
2654,146,204
6608,4491,204
4530,1274,204
3665,988,204
1693,2482,204
1013,104,204
8942,4491,204
1546,1556,204
8298,104,204
2483,104,204
6963,1556,204
950,8065,204
8298,2482,204
6393,988,204
2381,959,204
2654,1274,204
8064,8065,204
5880,1660,204
1693,1556,204
8298,951,204
6608,1274,204
5047,146,204
3076,146,204
3956,169,204
2381,1280,204
2278,6543,204
958,146,204
7957,146,204
603,4491,204
9576,1660,204
7556,2482,204
6286,1274,204
2278,1197,204
3105,4491,204
7718,2482,204
1546,169,204
3076,1197,204
6393,169,204
6393,959,204
5880,1280,204
2483,4491,204
4274,1556,204
1745,104,204
950,988,204
6963,4491,204
8784,104,204
1198,2482,204
13811,4491,204
6393,1556,204
8298,146,204
6708,169,204
2721,4491,204
5903,1556,204
10455,4491,204
1198,104,204
7718,1274,204
950,1274,204
8298,1197,204
6929,169,204
6286,1556,204
6708,104,204
1546,1274,204
6531,988,204
6474,951,204
6300,1556,204
6286,988,204
7882,988,204
2381,1660,204
11282,2482,204
1693,604,204
7843,988,204
1745,1660,204
2721,959,204
8942,1660,204
4471,4470,204
914,146,204
7674,2655,204
1693,1274,204
1745,2482,204
1906,1280,204
6474,4491,204
6531,146,204
958,959,204
5880,1274,204
10875,2655,204
7957,959,204
8298,6543,204
2700,1556,204
1745,1274,204
1745,1197,204
8298,1280,204
984,604,204
958,1274,204
5242,104,204
441,146,204
1013,146,204
3193,988,204
7556,6543,204
3956,988,204
2700,169,204
7556,1274,204
3085,146,204
2179,169,204
950,951,204
3085,959,204
7843,959,204
2041,4491,204
5242,1660,204
7674,8065,204
6331,604,204
1198,1197,204
1557,4491,204
7556,604,204
2654,959,204
6929,1274,204
958,988,204
4072,104,204
6963,146,204
2700,1197,204
2654,988,204
441,1274,204
6963,604,204
12173,104,204
5880,4491,204
6708,4491,204
1557,2482,204
1557,1197,204
6300,146,204
6608,169,204
2700,959,204
8942,959,204
2381,104,204
3076,4491,204
6707,1660,204
3728,2482,204
12226,1274,204
2278,169,204
6300,604,204
5242,1197,204
984,1274,204
3105,1280,204
1013,1197,204
11263,988,204
2381,2482,204
6708,604,204
1557,1660,204
7843,1197,204
8298,1274,204
2654,104,204
5903,104,204
8942,6543,204
1745,1280,204
4274,988,204
7674,2482,204
4072,2655,204
3076,959,204
3728,1274,204
2278,604,204
3728,146,204
984,1280,204
2101,2482,204
8942,604,204
5903,988,204
3085,1660,204
8942,2482,204
1906,169,204
3193,169,204
12173,1274,204
6393,1274,204
1198,169,204
5880,4431,204
4530,988,204
5903,1660,204
10875,1274,204
8298,959,204
3665,1274,204
1657,146,204
7882,1660,204
5909,146,204
5242,4470,204
2721,604,204
10749,146,204
5880,604,204
958,4491,204
170,169,204
105,1280,204
7556,988,204
6286,2482,204
5909,604,204
441,1197,204
6963,959,204
1906,104,204
1557,104,204
10875,2482,204
9576,146,204
5242,1280,204
7674,604,204
4072,1556,204
984,2482,204
6531,1660,204
3956,1280,204
8073,2482,204
3193,104,204
603,146,204
2041,1280,204
1657,1660,204
5909,4491,204
3728,1197,204
5880,988,204
7957,169,204
2179,1556,204
3956,146,204
7882,4491,204
7556,146,204
3118,2482,204
1198,4491,204
8942,1556,204
1546,1197,204
8064,104,204
2101,4491,204
14566,988,204
1693,169,204
2654,4491,204
1557,1280,204
2041,1274,204
1557,146,204
1657,604,204
9576,1274,204
5880,104,204
7957,988,204
6707,988,204
3728,4491,204
3085,1280,204
8464,951,204
10875,959,204
10749,988,204
145,169,204
2179,146,204
8183,1660,204
984,1197,204
2700,604,204
1013,8065,204
7843,169,204
2700,1660,204
4072,988,204
6393,2482,204
3085,604,204
12454,2482,204
8183,1274,204
2654,604,204
1657,169,204
7957,604,204
1745,146,204
13811,959,204
1546,604,204
6300,988,204
984,988,204
1546,4491,204
11263,1274,204
1013,988,204
2278,1556,204
6963,988,204
6963,1660,204
6963,2482,204
4530,959,204
1906,604,204
8183,2482,204
1693,1197,204
6708,988,204
8298,604,204
11079,1274,204
8942,169,204
5909,1274,204
1745,988,204
6775,104,204
2278,146,204
2381,1197,204
8073,104,204
2101,604,204
914,2482,204
3105,988,204
3193,1556,204
8464,1556,204
3118,951,204
5047,1660,204
950,146,204
4253,2482,204
2654,1197,204
3085,169,204
6775,8065,204
1657,1274,204
603,1660,204
7882,2482,204
8338,1660,204
958,1556,204
3105,104,204
170,988,204
950,169,204
7674,4431,204
6775,604,204
5880,169,204
7957,1197,204
1013,1660,204
2700,4491,204
12454,4491,204
1013,951,204
2654,169,204
6707,104,204
984,146,204
6775,6543,204
3956,4491,204
2278,4491,204
6608,1197,204
2041,146,204
2654,1660,204
2041,2482,204
6707,4491,204
6608,988,204
3665,1660,204
2721,2482,204
3956,604,204
7957,2482,204
2041,1556,204
1693,959,204
2381,1556,204
6608,4470,204
7674,959,204
6393,4491,204
5242,2482,204
958,169,204
2101,1660,204
3118,169,204
2041,6543,204
1013,4491,204
3118,8065,204
6775,959,204
8942,146,204
9576,8065,204
984,169,204
6608,1556,204
3193,604,204
1013,1556,204
984,4491,204
12636,1274,204
6707,1280,204
170,146,204
3076,104,204
7674,4491,204
6608,2482,204
2721,169,204
603,604,204
5903,1274,204
9576,2655,204
145,959,204
5880,959,204
2483,146,204
914,104,204
8073,1660,204
1546,1280,204
3728,169,204
2721,1660,204
1198,1556,204
2278,104,204
1279,1660,204
1279,988,204
1198,1280,204
7843,1556,204
1657,4470,204
5242,146,204
3105,1660,204
6474,604,204
914,169,204
1745,959,204
3193,1660,204
3105,1197,204
3956,104,204
6929,951,204
1693,4491,204
1693,146,204
3118,146,204
9576,1556,204
9973,146,204
7843,1660,204
2179,959,204
1693,1660,204
1198,146,204
6300,1660,204
1279,4491,204
5903,169,204
1546,146,204
8464,1280,204
145,104,204
2278,951,204
7843,2482,204
4530,1556,204
2721,6543,204
2041,169,204
6708,1556,204
7882,604,204
5903,951,204
1198,604,204
2041,104,204
145,604,204
11282,604,204
2483,1274,204
958,1660,204
2179,1660,204
8338,2482,204
6929,4491,204
8784,988,204
2654,2482,204
3956,1660,204
441,169,204
6300,104,204
12226,988,204
8183,988,204
12944,11096,1231
5068,13242,1231
2906,138,720
2603,138,720
5241,138,720
1043,138,720
9883,138,720
504,138,720
2082,138,720
1929,138,720
5215,138,720
3116,138,720
6993,138,720
3170,138,720
1358,138,720
4148,138,720
9274,138,720
3212,138,720
8238,138,720
1063,138,720
6771,138,720
5873,138,720
4748,138,720
41,138,720
5312,138,720
5641,138,720
800,138,720
465,138,720
4001,138,720
3341,138,720
2107,138,720
1492,138,720
11704,138,720
13235,138,720
546,138,720
372,138,720
714,138,720
6014,138,720
443,138,720
2695,138,720
13093,138,720
6653,138,720
6510,138,720
3342,138,720
4685,138,720
9929,138,720
2309,138,720
4380,138,720
3223,138,720
4334,138,720
6637,138,720
1925,138,720
6208,138,720
10946,138,720
9276,138,720
1746,138,720
9002,138,720
314,138,720
3839,138,720
715,138,720
25,138,720
496,138,720
9277,138,720
4087,138,720
2216,138,720
5034,138,720
5812,138,720
4003,138,720
1014,138,720
9821,138,720
5733,138,720
5324,138,720
1634,138,720
2587,138,720
2146,138,720
9040,138,720
4919,138,720
9341,138,720
617,138,720
843,138,720
1034,138,720
11188,138,720
10593,138,720
2586,138,720
148,138,720
6878,138,720
4056,138,720
10770,138,720
2151,138,720
1785,138,720
329,138,720
9268,138,720
2279,138,720
118,138,720
3477,138,720
140,138,720
1231,138,720
2114,138,720
327,138,720
58,138,720
10800,138,720
7512,138,720
7863,138,720
8478,138,720
2977,138,720
3308,138,720
11055,138,720
7519,138,720
247,138,720
9590,138,720
2418,138,720
3381,138,720
10590,138,720
2322,138,720
10953,138,720
3573,138,720
8590,138,720
190,138,720
3242,138,720
580,138,720
8632,138,720
803,138,720
5603,138,720
9063,138,720
1024,138,720
111,138,720
4418,138,720
2328,138,720
3647,138,720
2254,138,720
1410,138,720
278,138,720
3279,138,720
4844,138,720
2548,138,720
7936,138,720
1655,138,720
96,138,720
11363,138,720
8906,138,720
1563,138,720
7391,138,720
2843,138,720
1304,138,720
1381,138,720
5115,138,720
3785,138,720
8213,138,720
635,138,720
7740,138,720
1732,138,720
1795,138,720
7130,138,720
9087,138,720
6804,138,720
3123,138,720
5813,138,720
7368,138,720
3307,138,720
8651,138,720
5219,138,720
7505,138,720
5752,138,720
5163,138,720
1275,138,720
4216,138,720
2778,138,720
295,138,720
4673,138,720
0,138,720
761,138,720
7582,138,720
10708,138,720
1989,138,720
3273,138,720
1688,138,720
8629,138,720
8161,138,720
6417,138,720
8639,138,720
10742,138,720
176,138,720
482,138,720
6322,138,720
1100,138,211
1625,138,211
1800,138,211
2376,138,211
2874,1542,211
2987,138,211
3251,3252,211
4854,138,211
5106,138,211
6760,138,211
7847,138,211
3355,3252,211
4597,1542,211
9078,1542,211
9160,1542,211
8668,138,211
753,138,211
1509,1542,211
8512,138,211
9498,138,211
10964,138,211
4207,138,211
11176,138,211
2068,138,211
7926,138,211
2442,138,211
4609,138,211
1922,138,211
2464,138,211
6121,138,211
12594,138,211
3240,1542,211
1293,138,211
9055,1542,211
195,138,211
4303,3252,211
3337,138,211
9677,138,211
1847,138,211
9770,10118,211
3020,138,211
3155,138,211
12490,1542,211
13283,138,211
10802,138,211
6458,138,211
9303,3252,211
10538,1542,211
2169,138,211
11677,138,211
9470,138,211
10292,138,211
11844,13567,211
4551,138,211
6400,138,211
4954,138,211
12112,138,211
12912,138,211
4136,138,211
7046,3252,211
5931,138,211
10445,138,211
3143,138,211
9243,138,211
4445,138,211
1172,138,211
11628,3252,211
13848,138,211
4654,138,211
7974,138,211
10824,138,211
13800,138,211
2791,138,211
9131,1542,211
7640,138,211
8435,138,211
8071,138,211
8085,138,211
10685,138,211
8037,1542,211
7486,138,211
1545,138,211
1608,1542,211
10668,138,211
4288,138,211
7575,138,211
8755,1542,211
11463,1542,211
9080,1542,211
8635,138,211
12251,1542,211
9795,138,211
7355,138,211
3225,1542,211
7654,138,211
10929,138,211
8486,138,211
11336,10118,211
1883,138,211
14182,1542,211
1463,138,211
3099,138,211
1529,138,211
13893,1542,211
10237,138,211
11617,138,211
1155,138,211
7989,138,211
9928,138,211
376,138,211
9203,138,211
4487,3252,211
8026,138,211
2674,138,211
8806,138,211
12344,138,211
8010,1542,211
10285,138,211
3121,138,211
3224,1542,211
5900,138,211
5633,138,211
9148,138,211
3358,138,211
13690,3141,211
2217,138,211
13155,1542,211
10407,3252,211
7066,138,211
8647,138,211
2877,138,211
13380,138,211
9939,138,211
10045,138,211
2741,138,211
8419,138,211
4306,138,211
13698,138,211
2229,138,211
8144,3252,211
11351,138,211
7044,1542,211
12477,10118,211
2508,138,211
1389,138,211
2958,138,211
2017,138,211
9967,138,211
4569,138,211
2285,1542,211
1042,138,211
10148,1542,211
2411,138,211
13158,138,211
8353,138,211
2873,138,211
13791,1542,211
13549,138,211
1541,1542,211
351,138,211
5497,1542,211
10566,138,211
5288,138,211
8851,138,211
2416,138,211
1179,138,211
4142,138,211
8318,138,211
5792,1542,211
4329,138,211
5533,1542,211
6411,138,211
10541,138,211
12045,1542,211
4025,10118,211
2573,138,211
2787,138,211
11621,138,211
5935,138,211
2419,138,211
9372,1542,211
8449,138,211
7341,138,211
3340,138,211
7851,138,211
13032,138,211
1835,1542,211
3117,138,211
196,138,211
1605,138,211
6401,138,211
3773,138,211
9945,138,211
12987,3141,211
9336,138,211
2562,138,211
5598,138,211
12589,1542,211
5381,138,211
9412,138,211
331,138,211
3231,138,211
7283,1542,211
5193,138,211
12352,138,211
2306,138,211
8734,138,211
12832,1542,211
89,138,211
12698,1542,211
10865,138,211
4873,138,211
4795,138,211
6921,138,211
3054,138,211
8858,138,211
7929,1542,211
6774,138,211
12000,138,211
14137,138,211
2276,1542,211
62,138,211
8947,1542,211
11755,138,211
8633,1542,211
13940,10118,211
1959,1542,211
10002,138,211
8262,138,211
8488,138,211
9047,138,211
9652,138,211
3951,138,211
7210,138,211
13369,3252,211
2351,138,211
6013,138,211
4028,138,211
9094,138,211
7131,138,211
5054,138,211
12341,138,211
3456,138,211
4899,138,211
2543,3141,211
3159,138,211
7173,138,211
7901,138,211
6431,138,211
2115,138,211
12541,138,211
11485,138,211
2427,138,211
9531,138,211
6220,138,211
4946,138,211
5554,1542,211
13617,138,211
260,138,211
12609,138,211
6433,138,211
9917,138,211
10149,138,211
13455,138,211
3353,3141,211
11585,138,211
13195,138,211
8889,1542,211
10943,138,211
1210,1542,211
3612,138,211
13884,1542,211
13042,138,211
12247,1542,211
12197,138,211
4094,138,211
9069,138,211
6002,138,211
3900,1542,211
3112,1542,211
13572,138,211
12620,1542,211
14426,1542,211
844,1542,211
9898,138,211
10816,138,211
11878,138,211
14120,3252,211
159,3141,211
7553,1542,211
11900,138,211
12130,3252,211
3043,138,211
2372,138,211
7954,138,211
5143,138,211
6548,138,211
52,138,211
2240,3252,211
12583,138,211
5977,138,211
3464,138,211
8664,138,211
4620,138,211
12101,138,211
10707,10118,211
13145,138,211
6009,138,211
9726,1542,211
7014,138,211
8703,138,211
3472,138,211
8364,138,211
4573,138,211
3694,138,211
8021,138,211
6624,138,211
6923,138,211
13181,138,211
1209,1542,211
12008,138,211
5523,1542,211
6064,138,211
2694,138,211
6688,138,211
7573,138,211
7025,138,211
3190,1542,211
1703,1542,211
3660,138,211
304,1542,211
9020,138,211
991,138,211
9121,138,211
5571,138,211
8339,1542,211
12082,1542,211
5528,138,211
7816,138,211
11078,1542,211
12051,138,211
823,138,211
10502,138,211
11799,138,211
2701,1542,211
442,138,211
5751,138,211
4978,138,211
4740,1542,211
7736,3252,211
10363,138,211
12349,138,211
10396,138,211
13713,138,211
12093,1542,211
9629,138,211
10215,138,211
998,138,211
7154,138,211
3383,138,211
8331,138,211
12396,1542,211
11297,10118,211
2185,138,211
9106,138,211
2950,138,211
13805,138,211
6044,138,211
1982,3141,211
3626,138,211
4335,138,211
9844,138,211
13264,138,211
11425,3141,211
5378,138,211
7385,138,211
12311,138,211
1245,138,211
9577,138,211
11845,1542,211
5870,138,211
4833,138,211
1755,138,211
12545,138,211
9018,138,211
11283,3141,211
3395,3141,211
12841,138,211
13594,138,211
6650,138,211
6202,138,211
6830,138,211
6274,3252,211
5572,138,211
7624,138,211
8748,138,211
12161,1542,211
10971,138,211
8995,138,211
6770,138,211
6115,138,211
3580,138,211
12126,1542,211
1226,138,211
8912,138,211
8438,138,211
6691,138,211
9817,138,211
5441,138,211
584,3252,211
5213,1542,211
4327,138,211
9156,138,211
12631,138,211
8250,138,211
11606,138,211
7817,138,211
10638,1542,211
5919,3252,211
6801,1542,211
14082,1542,211
13021,138,211
9595,3141,211
6366,1542,211
6376,3252,211
7135,138,211
5248,138,211
7197,138,211
5950,1542,211
6111,1542,211
12218,138,211
11521,138,211
14160,138,211
12136,138,211
11209,138,211
6907,138,211
7800,138,211
5331,138,211
12576,138,211
12800,138,211
6280,138,211
48,138,211
10140,3252,211
10265,138,211
2192,138,211
11988,138,211
4964,138,211
8111,138,211
3794,138,211
12431,3252,211
12495,1542,211
10512,1542,211
10890,138,211
2631,138,211
11470,1542,211
8191,138,211
9173,138,211
8172,138,211
5892,138,211
8991,138,211
13845,138,211
10532,138,211
3974,138,211
8880,138,211
13228,138,211
561,138,211
1684,138,211
7576,1542,211
4422,138,211
2345,138,211
11330,138,211
11353,1542,211
6481,138,211
9585,138,211
11961,3141,211
9058,138,211
13018,138,211
9413,138,211
8648,138,211
3658,3141,211
6125,3252,211
10760,138,211
10046,3141,211
11216,138,211
710,138,211
11884,3252,211
9302,138,211
5310,138,211
3818,1542,211
10172,138,211
13913,138,211
404,138,211
11362,138,211
9855,138,211
2161,138,211
9724,1542,211
12921,138,211
13010,138,211
9900,138,211
9370,138,211
12019,138,211
6558,138,211
6858,138,211
1511,138,211
3662,138,211
13122,138,211
4663,138,211
5597,138,211
8540,138,211
9562,138,211
3151,138,211
4616,3141,211
2669,138,211
2590,138,211
6186,1542,211
4658,138,211
6758,138,211
13487,1542,211
13881,138,211
7670,138,211
4389,138,211
11631,3252,211
9115,1542,211
8000,3252,211
8263,1542,211
7712,138,211
2923,10118,211
6891,138,211
1465,138,211
10772,138,211
7601,1542,211
13159,138,211
11301,138,211
6120,138,211
5061,138,211
8278,138,211
4044,138,211
9653,3141,211
5811,138,211
1113,1114,213
1418,6876,213
1113,801,213
1113,2699,213
1113,1388,213
1418,3154,213
1418,801,213
1113,752,213
4218,3482,213
7546,3937,213
1418,4387,213
1113,3007,213
7142,11526,213
1418,1417,213
4218,801,213
4218,4217,213
1418,3482,213
7546,801,213
4218,254,213
7142,801,213
7142,6494,213
6903,801,213
6076,4821,213
7546,1114,213
1113,4387,213
1113,6876,213
1418,9086,213
2444,5425,725
886,8240,725
886,5498,725
5616,2665,725
3872,5834,725
3872,6170,725
5616,7655,725
2281,9831,725
5616,4940,725
5616,6748,725
10192,10192,727
12874,12874,727
4218,604,728
7984,1280,728
10586,604,728
7984,1274,728
12102,146,728
3919,146,728
5185,1274,728
